date,ticker,returns,weights
2016-01-01,SPY,0.0,0.16357638
2016-01-04,SPY,-0.013983,-0.4699353
2016-01-05,SPY,0.001695,-0.24804385
2016-01-06,SPY,-0.012614,-0.38669166
2016-01-07,SPY,-0.023992,0.4405911
2016-01-08,SPY,-0.010961,-0.22841053
2016-01-11,SPY,0.000974,0.41065624
2016-01-12,SPY,0.008072,-0.54378533
2016-01-13,SPY,-0.024945,-0.77354467
2016-01-14,SPY,0.016417,0.029382108
2016-01-15,SPY,-0.021466,-0.13926269
2016-01-18,SPY,0.0,0.6874485
2016-01-19,SPY,0.001331,-0.89274627
2016-01-20,SPY,-0.012815,0.96909
2016-01-21,SPY,0.005602,-0.87083274
2016-01-22,SPY,0.020515,0.54760844
2016-01-25,SPY,-0.015117,0.8760234
2016-01-26,SPY,0.013643,0.7039437
2016-01-27,SPY,-0.010883,0.4153152
2016-01-28,SPY,0.005209,-0.59034646
2016-01-29,SPY,0.024382,-0.29998788
2016-02-01,SPY,-0.000365,0.12503798
2016-02-02,SPY,-0.018022,-0.85871804
2016-02-03,SPY,0.005995,-0.44473913
2016-02-04,SPY,0.001568,-0.0942565
2016-02-05,SPY,-0.01905,-0.03844336
2016-02-08,SPY,-0.013461,-0.78738725
2016-02-09,SPY,5.4e-05,-0.999548
2016-02-10,SPY,-0.000863,-0.041589838
2016-02-11,SPY,-0.013008,0.46576092
2016-02-12,SPY,0.020617,0.38798276
2016-02-15,SPY,0.0,0.052944895
2016-02-16,SPY,0.016878,0.6806582
2016-02-17,SPY,0.016335,0.3215679
2016-02-18,SPY,-0.004096,-0.88656795
2016-02-19,SPY,-0.000469,0.31166667
2016-02-22,SPY,0.014479,-0.81389254
2016-02-23,SPY,-0.01263,-0.38343415
2016-02-24,SPY,0.004576,-0.04855159
2016-02-25,SPY,0.012112,-0.8659176
2016-02-26,SPY,-0.002305,-0.7077259
2016-02-29,SPY,-0.007838,-0.6139608
2016-03-01,SPY,0.023507,-0.26945877
2016-03-02,SPY,0.004492,-0.384537
2016-03-03,SPY,0.003894,0.7171102
2016-03-04,SPY,0.003279,0.86881036
2016-03-07,SPY,0.000798,0.4720366
2016-03-08,SPY,-0.010918,0.33497086
2016-03-09,SPY,0.00494,-0.58405626
2016-03-10,SPY,0.000802,0.56551695
2016-03-11,SPY,0.016137,0.07901058
2016-03-14,SPY,-0.001282,-0.23845543
2016-03-15,SPY,-0.00163,-0.4425882
2016-03-16,SPY,0.005787,0.7616944
2016-03-17,SPY,0.006344,0.52478653
2016-03-18,SPY,0.003908,-0.24781775
2016-03-21,SPY,0.001419,-0.8661258
2016-03-22,SPY,-0.000537,0.821814
2016-03-23,SPY,-0.006603,0.7530456
2016-03-24,SPY,-0.000439,-0.5601089
2016-03-25,SPY,0.0,0.5930472
2016-03-28,SPY,0.000591,0.40847537
2016-03-29,SPY,0.009254,-0.7027413
2016-03-30,SPY,0.004384,0.6480545
2016-03-31,SPY,-0.002427,0.9314835
2016-04-01,SPY,0.006812,-0.3884714
2016-04-04,SPY,-0.003238,0.96556795
2016-04-05,SPY,-0.009992,0.14511627
2016-04-06,SPY,0.010925,0.32909465
2016-04-07,SPY,-0.011966,-0.6486689
2016-04-08,SPY,0.002693,0.0560941
2016-04-11,SPY,-0.002343,-0.3100932
2016-04-12,SPY,0.009312,-0.6411902
2016-04-13,SPY,0.010105,0.0015235557
2016-04-14,SPY,4.4e-05,0.5701329
2016-04-15,SPY,-0.001106,0.71686614
2016-04-18,SPY,0.007023,0.8997495
2016-04-19,SPY,0.003158,0.12090659
2016-04-20,SPY,0.000953,-0.18922552
2016-04-21,SPY,-0.005378,-0.48307866
2016-04-22,SPY,0.0,0.89888525
2016-04-25,SPY,-0.001723,-0.68484807
2016-04-26,SPY,0.001482,0.048873134
2016-04-27,SPY,0.002062,0.95098066
2016-04-28,SPY,-0.009088,0.66387784
2016-04-29,SPY,-0.005383,0.5527739
2016-05-02,SPY,0.007945,-0.08776553
2016-05-03,SPY,-0.008707,-0.14774932
2016-05-04,SPY,-0.005574,0.09618126
2016-05-05,SPY,-0.000195,0.54881716
2016-05-06,SPY,0.003659,-0.31136334
2016-05-09,SPY,0.000823,-0.53773797
2016-05-10,SPY,0.012438,0.109275
2016-05-11,SPY,-0.009355,0.37053922
2016-05-12,SPY,0.000291,-0.50037456
2016-05-13,SPY,-0.008714,0.1746671
2016-05-16,SPY,0.009865,-0.69834745
2016-05-17,SPY,-0.00933,0.44816446
2016-05-18,SPY,0.000289,0.6995005
2016-05-19,SPY,-0.003465,-0.69925374
2016-05-20,SPY,0.006317,0.7891516
2016-05-23,SPY,-0.001363,-0.79047436
2016-05-24,SPY,0.012962,0.054007474
2016-05-25,SPY,0.006783,0.95803356
2016-05-26,SPY,0.000287,0.48874605
2016-05-27,SPY,0.004299,0.82437235
2016-05-30,SPY,0.0,0.4638863
2016-05-31,SPY,-0.001903,-0.76111835
2016-06-01,SPY,0.002049,0.21103825
